,Exclude,ADF_AirAssault_1,ADF_CombinedArms_1,ADF_Mechanized_1,AFU_AirAssault_1,AFU_AmphibiousAssault_1,AFU_Armored_1,AFU_CombinedArms_1,AFU_LightInfantry_1,AFU_Mechanized_1,AFU_Motorized_1,AFU_Support_1,BAF_AirAssault_1,BAF_Armored_1,BAF_CombinedArms_1,BAF_Mechanized_1,BAF_Support_1,CAF_AirAssault_1,CAF_Armored_1,CAF_CombinedArms_1,CAF_Mechanized_1,CAF_Motorized_1,CAF_Support_1,USA_AirAssault_1,USA_Armored_1,USA_CombinedArms_1,USA_LightInfantry_1,USA_Mechanized_1,USA_Motorized_1,USA_Support_1,USMC_AmphibiousAssault_1,USMC_Armored_1,USMC_CombinedArms_1,USMC_LightInfantry_1,USMC_Motorized_1,USMC_Support_1,CRF_CombinedArms_1,GFI_AirAssault_1,GFI_Armored_1,GFI_CombinedArms_1,GFI_LightInfantry_1,GFI_Mechanized_1,GFI_Support_1,IMF_Armored_1,IMF_CombinedArms_1,IMF_LightInfantry_1,IMF_Mechanized_1,IMF_Motorized_1,IMF_Support_1,MEI_Armored_1,MEI_CombinedArms_1,MEI_LightInfantry_1,MEI_Mechanized_1,MEI_Motorized_1,MEI_Support_1,PLANMC_AirAssault_1,PLANMC_AmphibiousAssault_1,PLANMC_Armored_1,PLANMC_CombinedArms_1,PLANMC_LightInfantry_1,PLANMC_Motorized_1,PLANMC_Support_1,TLF_AirAssault_1,TLF_Armored_1,TLF_CombinedArms_1,TLF_Mechanized_1,TLF_Motorized_1,TLF_Support_1,WPMC_AirAssault_1,WPMC_CombinedArms_1,WPMC_LightInfantry_1,PLA_AirAssault_1,PLA_Armored_1,PLA_CombinedArms_1,PLA_LightInfantry_1,PLA_Motorized_1,PLA_Support_1,PLAAGF_AmphibiousAssault_1,PLAAGF_Armored_1,PLAAGF_CombinedArms_1,PLAAGF_Mechanized_1,RGF_AmphibiousAssault_1,RGF_Armored_1,RGF_CombinedArms_1,RGF_LightInfantry_1,RGF_Mechanized_1,RGF_Motorized_1,RGF_Support_1,VDV_AirAssault_1,VDV_AmphibiousAssault_1,VDV_Armored_1,VDV_CombinedArms_1,VDV_Mechanized_1,VDV_Support_1,ADF_AirAssault_2,ADF_CombinedArms_2,ADF_Mechanized_2,AFU_AirAssault_2,AFU_Armored_2,AFU_CombinedArms_2,AFU_LightInfantry_2,AFU_Mechanized_2,AFU_Motorized_2,AFU_Support_2,BAF_AirAssault_2,BAF_Armored_2,BAF_CombinedArms_2,BAF_Mechanized_2,BAF_Support_2,CAF_AirAssault_2,CAF_Armored_2,CAF_CombinedArms_2,CAF_Mechanized_2,CAF_Motorized_2,CAF_Support_2,USA_AirAssault_2,USA_Armored_2,USA_CombinedArms_2,USA_LightInfantry_2,USA_Mechanized_2,USA_Motorized_2,USA_Support_2,USMC_Armored_2,USMC_CombinedArms_2,USMC_LightInfantry_2,USMC_Motorized_2,USMC_Support_2,CRF_CombinedArms_2,GFI_AirAssault_2,GFI_Armored_2,GFI_CombinedArms_2,GFI_LightInfantry_2,GFI_Mechanized_2,GFI_Support_2,IMF_Armored_2,IMF_CombinedArms_2,IMF_LightInfantry_2,IMF_Mechanized_2,IMF_Motorized_2,IMF_Support_2,MEI_Armored_2,MEI_CombinedArms_2,MEI_LightInfantry_2,MEI_Mechanized_2,MEI_Motorized_2,MEI_Support_2,PLANMC_AirAssault_2,PLANMC_Armored_2,PLANMC_CombinedArms_2,PLANMC_LightInfantry_2,PLANMC_Motorized_2,PLANMC_Support_2,TLF_AirAssault_2,TLF_Armored_2,TLF_CombinedArms_2,TLF_Mechanized_2,TLF_Motorized_2,TLF_Support_2,WPMC_AirAssault_2,WPMC_CombinedArms_2,WPMC_LightInfantry_2,PLA_AirAssault_2,PLA_Armored_2,PLA_CombinedArms_2,PLA_LightInfantry_2,PLA_Motorized_2,PLA_Support_2,PLAAGF_Armored_2,PLAAGF_CombinedArms_2,PLAAGF_Mechanized_2,RGF_Armored_2,RGF_CombinedArms_2,RGF_LightInfantry_2,RGF_Mechanized_2,RGF_Motorized_2,RGF_Support_2,VDV_AirAssault_2,VDV_Armored_2,VDV_CombinedArms_2,VDV_Mechanized_2,VDV_Support_2
Sanxian_RAAS_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sanxian_RAAS_v2,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sanxian_RAAS_v3_CL,False,,False,False,,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Sanxian_Skirmish_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Skorpo_Invasion_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Skorpo_Invasion_v2,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,False,,,,,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Skorpo_Invasion_v3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,False,False,False,False,False,,False,False,,False,False,False,False,False,,,,False,False,False,False,False,False,,False,False,False,False
Skorpo_RAAS_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Skorpo_Skirmish_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Sumari_AAS_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Sumari_AAS_v2,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Sumari_AAS_v3,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Sumari_Insurgency_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumari_Invasion_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Sumari_RAAS_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Sumari_Skirmish_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Sumari_TC_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Tallil_AAS_v1,False,,False,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Tallil_Invasion_v1,False,,False,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Tallil_RAAS_v1,False,,False,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Tallil_RAAS_v2,False,,False,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Tallil_Skirmish_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Tallil_Skirmish_v2,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Tallil_Skirmish_v3,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Tallil_TC_v1,False,,False,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Yehorivka_AAS_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yehorivka_AAS_v2,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yehorivka_Destruction_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,False,False,False,False,False,,False,False,,False,False,False,False,False,,,,False,False,False,False,False,False,,False,False,False,False
Yehorivka_Invasion_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Yehorivka_Invasion_v2,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,,False,False,,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,False,False,False,,False,False,False,False,False,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False
Yehorivka_RAAS_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yehorivka_RAAS_v2,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yehorivka_Skirmish_v1,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,False,,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,False,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Yehorivka_Skirmish_v2,False,,False,,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,,False,,,,,,,False,,,,,False,,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,,False,,,,False,,,,,,,,False,,,,False,,,,False,,,,,,,False,,,,,False,,,,,,False,,,,,,False,,,,,,,False,,,,,False,,,,,,,,,,,,,False,,,,,,False,,,,,False,,,,False,,,,,False,,,False,,,,,,,False,,
Yehorivka_TC_v1,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yehorivka_TC_v2,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
